PSLV-C 52 sens11=Cylinder(P+) HSCTYHFPP
ITI ITER IMA IKHS NCO IAXI IPA ICAR ITHN KEL ITAB ISHK INV,IGM,IT,CON,ITR,IAI,IFR,IRA
1 	0     1    0   6   1    1    0    0   1   1    2    2   3   0  1   1   0   0 0
RADIUS, ANGLE, LENGTH OF EACH COMPONENT
0.7       20.0      2.589     0.0       0.0       4.5000    0.0       -15.0 
0.7500    0.0       0.0       11.5176   0.0       3.644     1.5702    0.0 
0.0       23.0
RETR   RETS ALAMDA ALFA  DUM   QINS  RC   GIN
1.0e+116  0.0  0.0   0.0   0.00  0.00  0.7  1.4
NT
12501
    TIME          ALT                RV                Mach       dynp             alpha     qalpha         
              0.000      23.8      0.00     0.000       0.0      0.00      0.00
	      8.260     216.5     55.25     0.159    1749.4      3.67    111.94
	      8.280     217.6     55.43     0.160    1761.0      3.64    111.83
	      8.300     218.7     55.62     0.160    1772.6      3.61    111.73
	      8.320     219.9     55.80     0.161    1784.3      3.58    111.64
	      8.340     221.0     55.99     0.161    1796.0      3.56    111.55
	      8.360     222.1     56.17     0.162    1807.8      3.53    111.46
	      8.380     223.2     56.36     0.162    1819.6      3.51    111.38
	      8.400     224.3     56.55     0.163    1831.5      3.48    111.31
	      8.420     225.5     56.74     0.164    1843.4      3.46    111.25
	      8.440     226.6     56.92     0.164    1855.4      3.43    111.19
	      8.460     227.7     57.11     0.165    1867.5      3.41    111.14
	      8.480     228.9     57.30     0.165    1879.6      3.39    111.09
	      8.500     230.0     57.49     0.166    1891.7      3.36    111.05
	      8.520     231.2     57.67     0.166    1903.9      3.34    111.01
	      8.540     232.3     57.86     0.167    1916.2      3.32    110.99
	      8.560     233.5     58.05     0.167    1928.5      3.30    110.97
	      8.580     234.6     58.24     0.168    1940.9      3.28    110.95
	      8.600     235.8     58.43     0.168    1953.3      3.25    110.94
	      8.620     237.0     58.62     0.169    1965.8      3.23    110.94
	      8.640     238.1     58.81     0.170    1978.3      3.21    110.95
	      8.660     239.3     59.00     0.170    1990.9      3.19    110.97
	      8.680     240.5     59.19     0.171    2003.5      3.17    110.99
	      8.700     241.7     59.38     0.171    2016.2      3.15    111.02
	      8.720     242.9     59.57     0.172    2029.0      3.14    111.06
	      8.740     244.1     59.76     0.172    2041.8      3.12    111.10
	      8.760     245.3     59.95     0.173    2054.7      3.10    111.15
	      8.780     246.5     60.14     0.173    2067.6      3.08    111.22
	      8.800     247.7     60.34     0.174    2080.6      3.06    111.29
	      8.820     248.9     60.53     0.175    2093.6      3.05    111.36
	      8.840     250.1     60.72     0.175    2106.7      3.03    111.45
	      8.860     251.3     60.91     0.176    2119.8      3.01    111.55
	      8.880     252.5     61.11     0.176    2133.0      3.00    111.65
	      8.900     253.7     61.30     0.177    2146.3      2.98    111.77
	      8.920     254.9     61.49     0.177    2159.6      2.97    111.89
	      8.940     256.2     61.69     0.178    2173.0      2.95    112.02
	      8.960     257.4     61.88     0.178    2186.4      2.94    112.16
	      8.980     258.6     62.07     0.179    2199.9      2.93    112.31
	      9.000     259.9     62.27     0.180    2213.5      2.91    112.47
	      9.020     261.1     62.46     0.180    2227.1      2.90    112.64
	      9.040     262.4     62.66     0.181    2240.7      2.88    112.82
	      9.060     263.6     62.85     0.181    2254.4      2.87    113.01
	      9.080     264.9     63.05     0.182    2268.2      2.86    113.21
	      9.100     266.1     63.24     0.182    2282.0      2.85    113.41
	      9.120     267.4     63.44     0.183    2295.9      2.84    113.63
	      9.140     268.7     63.63     0.184    2309.9      2.82    113.86
	      9.160     269.9     63.83     0.184    2323.9      2.81    114.10
	      9.180     271.2     64.03     0.185    2337.9      2.80    114.35
	      9.200     272.5     64.22     0.185    2352.1      2.79    114.61
	      9.220     273.8     64.42     0.186    2366.3      2.78    114.88
	      9.240     275.1     64.62     0.186    2380.5      2.77    115.17
	      9.260     276.4     64.82     0.187    2394.8      2.76    115.46
	      9.280     277.7     65.01     0.188    2409.2      2.75    115.77
	      9.300     279.0     65.21     0.188    2423.6      2.74    116.09
	      9.320     280.3     65.41     0.189    2438.0      2.74    116.42
	      9.340     281.6     65.61     0.189    2452.6      2.73    116.76
	      9.360     282.9     65.81     0.190    2467.2      2.72    117.11
	      9.380     284.2     66.01     0.190    2481.8      2.71    117.47
	      9.400     285.5     66.21     0.191    2496.6      2.70    117.85
	      9.420     286.8     66.41     0.192    2511.3      2.70    118.23
	      9.440     288.2     66.61     0.192    2526.2      2.69    118.63
	      9.460     289.5     66.81     0.193    2541.1      2.68    119.04
	      9.480     290.8     67.01     0.193    2556.0      2.68    119.46
	      9.500     292.2     67.21     0.194    2571.0      2.67    119.89
	      9.520     293.5     67.41     0.194    2586.1      2.67    120.34
	      9.540     294.8     67.61     0.195    2601.3      2.66    120.79
	      9.560     296.2     67.81     0.196    2616.5      2.66    121.26
	      9.580     297.6     68.01     0.196    2631.7      2.65    121.73
	      9.600     298.9     68.22     0.197    2647.1      2.65    122.22
	      9.620     300.3     68.42     0.197    2662.4      2.64    122.72
	      9.640     301.6     68.62     0.198    2677.8      2.63    122.95
	      9.660     303.0     68.82     0.199    2693.3      2.62    123.09
	      9.680     304.4     69.02     0.199    2708.8      2.61    123.23
	      9.700     305.8     69.23     0.200    2724.4      2.59    123.37
	      9.720     307.1     69.43     0.200    2740.0      2.58    123.53
	      9.740     308.5     69.63     0.201    2755.7      2.57    123.70
	      9.760     309.9     69.84     0.201    2771.4      2.56    123.88
	      9.780     311.3     70.04     0.202    2787.2      2.55    124.07
	      9.800     312.7     70.24     0.203    2803.1      2.54    124.26
	      9.820     314.1     70.45     0.203    2819.1      2.53    124.47
	      9.840     315.5     70.65     0.204    2835.0      2.52    124.69
	      9.860     316.9     70.86     0.204    2851.1      2.51    124.91
	      9.880     318.3     71.06     0.205    2867.2      2.50    125.15
	      9.900     319.8     71.26     0.206    2883.4      2.49    125.40
	      9.920     321.2     71.47     0.206    2899.7      2.48    125.66
	      9.940     322.6     71.68     0.207    2916.0      2.47    125.93
	      9.960     324.0     71.88     0.207    2932.3      2.47    126.21
	      9.980     325.5     72.09     0.208    2948.8      2.46    126.50
	     10.000     326.9     72.29     0.209    2965.3      2.45    126.80
	     10.020     328.4     72.50     0.209    2981.8      2.44    127.11
	     10.040     329.8     72.71     0.210    2998.5      2.43    127.43
	     10.060     331.3     72.91     0.210    3015.1      2.43    127.76
	     10.080     332.7     73.12     0.211    3031.9      2.42    128.09
	     10.100     334.2     73.33     0.212    3048.7      2.41    128.44
	     10.120     335.6     73.54     0.212    3065.6      2.41    128.80
	     10.140     337.1     73.74     0.213    3082.5      2.40    129.16
	     10.160     338.6     73.95     0.213    3099.5      2.39    129.53
	     10.180     340.1     74.16     0.214    3116.6      2.39    129.91
	     10.200     341.5     74.37     0.215    3133.7      2.38    130.30
	     10.220     343.0     74.58     0.215    3150.9      2.38    130.70
	     10.240     344.5     74.79     0.216    3168.2      2.37    131.10
	     10.260     346.0     75.00     0.216    3185.5      2.37    131.51
	     10.280     347.5     75.21     0.217    3202.9      2.36    131.93
	     10.300     349.0     75.42     0.218    3220.3      2.35    132.36
	     10.320     350.5     75.63     0.218    3237.9      2.35    132.80
	     10.340     352.0     75.84     0.219    3255.5      2.35    133.24
	     10.360     353.5     76.05     0.220    3273.1      2.34    133.70
	     10.380     355.0     76.26     0.220    3290.8      2.34    134.16
	     10.400     356.6     76.47     0.221    3308.6      2.33    134.63
	     10.420     358.1     76.68     0.221    3326.4      2.33    135.11
	     10.440     359.6     76.89     0.222    3344.3      2.32    135.59
	     10.460     361.2     77.10     0.223    3362.3      2.32    136.09
	     10.480     362.7     77.32     0.223    3380.4      2.32    136.59
	     10.500     364.2     77.53     0.224    3398.5      2.31    137.10
	     10.520     365.8     77.74     0.224    3416.6      2.31    137.62
	     10.540     367.3     77.95     0.225    3434.9      2.30    138.15
	     10.560     368.9     78.17     0.226    3453.2      2.30    138.69
	     10.580     370.5     78.38     0.226    3471.6      2.30    139.23
	     10.600     372.0     78.59     0.227    3490.0      2.29    139.79
	     10.620     373.6     78.81     0.228    3508.5      2.29    140.35
	     10.640     375.2     79.02     0.228    3527.1      2.29    140.92
	     10.660     376.7     79.24     0.229    3545.7      2.29    141.50
	     10.680     378.3     79.45     0.229    3564.4      2.28    142.10
	     10.700     379.9     79.66     0.230    3583.2      2.28    142.70
	     10.720     381.5     79.88     0.231    3602.1      2.28    143.31
	     10.740     383.1     80.10     0.231    3621.0      2.28    143.92
	     10.760     384.7     80.31     0.232    3640.0      2.28    144.55
	     10.780     386.3     80.53     0.233    3659.0      2.27    145.19
	     10.800     387.9     80.74     0.233    3678.1      2.27    145.84
	     10.820     389.5     80.96     0.234    3697.3      2.27    146.49
	     10.840     391.1     81.18     0.234    3716.5      2.27    147.16
	     10.860     392.7     81.39     0.235    3735.8      2.27    147.84
	     10.880     394.4     81.61     0.236    3755.2      2.27    148.52
	     10.900     396.0     81.83     0.236    3774.7      2.26    149.22
	     10.920     397.6     82.04     0.237    3794.2      2.26    149.92
	     10.940     399.3     82.26     0.238    3813.8      2.26    150.64
	     10.960     400.9     82.48     0.238    3833.4      2.26    151.36
	     10.980     402.5     82.70     0.239    3853.1      2.26    152.10
	     11.000     404.2     82.92     0.239    3872.9      2.26    152.84
	     11.020     405.8     83.14     0.240    3892.8      2.26    153.60
	     11.040     407.5     83.35     0.241    3912.7      2.26    154.37
	     11.060     409.2     83.57     0.241    3932.7      2.26    155.14
	     11.080     410.8     83.79     0.242    3952.7      2.26    155.93
	     11.100     412.5     84.01     0.243    3972.9      2.26    156.73
	     11.120     414.2     84.23     0.243    3993.1      2.26    157.54
	     11.140     415.9     84.45     0.244    4013.3      2.26    158.36
	     11.160     417.5     84.67     0.245    4033.7      2.26    159.20
	     11.180     419.2     84.89     0.245    4054.0      2.26    160.05
	     11.200     420.9     85.11     0.246    4074.5      2.26    160.90
	     11.220     422.6     85.33     0.246    4095.0      2.26    161.77
	     11.240     424.3     85.56     0.247    4115.6      2.26    162.66
	     11.260     426.0     85.78     0.248    4136.3      2.27    163.55
	     11.280     427.7     86.00     0.248    4157.0      2.27    164.46
	     11.300     429.4     86.22     0.249    4177.8      2.27    165.38
	     11.320     431.2     86.44     0.250    4198.7      2.27    166.31
	     11.340     432.9     86.66     0.250    4219.6      2.27    167.25
	     11.360     434.6     86.89     0.251    4240.6      2.27    168.20
	     11.380     436.3     87.11     0.252    4261.7      2.27    169.17
	     11.400     438.1     87.33     0.252    4282.8      2.28    170.15
	     11.420     439.8     87.56     0.253    4304.0      2.28    171.14
	     11.440     441.6     87.78     0.254    4325.3      2.28    172.14
	     11.460     443.3     88.00     0.254    4346.7      2.28    173.16
	     11.480     445.1     88.23     0.255    4368.1      2.28    174.18
	     11.500     446.8     88.45     0.256    4389.6      2.29    175.22
	     11.520     448.6     88.67     0.256    4411.1      2.29    176.27
	     11.540     450.4     88.90     0.257    4432.7      2.29    177.34
	     11.560     452.1     89.12     0.257    4454.4      2.29    178.41
	     11.580     453.9     89.35     0.258    4476.2      2.30    179.50
	     11.600     455.7     89.57     0.259    4498.0      2.30    180.60
	     11.620     457.5     89.80     0.259    4519.9      2.30    181.71
	     11.640     459.3     90.02     0.260    4541.8      2.31    182.83
	     11.660     461.0     90.25     0.261    4563.9      2.31    183.97
	     11.680     462.8     90.47     0.261    4586.0      2.31    185.12
	     11.700     464.6     90.70     0.262    4608.2      2.32    186.28
	     11.720     466.5     90.93     0.263    4630.4      2.32    187.45
	     11.740     468.3     91.15     0.263    4652.7      2.32    188.64
	     11.760     470.1     91.38     0.264    4675.1      2.33    189.83
	     11.780     471.9     91.61     0.265    4697.5      2.33    191.04
	     11.800     473.7     91.83     0.265    4720.0      2.33    192.26
	     11.820     475.6     92.06     0.266    4742.6      2.34    193.49
	     11.840     477.4     92.29     0.267    4765.2      2.34    194.73
	     11.860     479.2     92.52     0.267    4788.0      2.35    195.99
	     11.880     481.1     92.74     0.268    4810.7      2.35    197.26
	     11.900     482.9     92.97     0.269    4833.6      2.35    198.53
	     11.920     484.8     93.20     0.269    4856.5      2.36    199.82
	     11.940     486.6     93.43     0.270    4879.5      2.36    201.13
	     11.960     488.5     93.66     0.271    4902.6      2.37    202.44
	     11.980     490.3     93.89     0.271    4925.7      2.37    203.76
	     12.000     492.2     94.12     0.272    4948.9      2.37    205.10
	     12.020     494.1     94.34     0.273    4972.2      2.38    206.45
	     12.040     496.0     94.57     0.273    4995.5      2.38    207.81
	     12.060     497.8     94.80     0.274    5018.9      2.39    209.19
	     12.080     499.7     95.03     0.275    5042.4      2.39    210.57
	     12.100     501.6     95.26     0.275    5065.9      2.40    211.97
	     12.120     503.5     95.49     0.276    5089.5      2.40    213.38
	     12.140     505.4     95.72     0.277    5113.2      2.41    214.80
	     12.160     507.3     95.96     0.277    5137.0      2.41    216.24
	     12.180     509.2     96.19     0.278    5160.8      2.42    217.68
